001 001 1H 938.272 0 0
002 001 2H 1875.613 2.225 1.112
003 001 3H 2808.921 8.482 2.827
003 002 3He 2808.391 7.718 2.573
004 001 4H 3751.365 5.603 1.401
004 002 4He 3727.379 28.296 7.074
004 003 4Li 3749.763 4.618 1.155
005 001 5H 4689.849 6.684 1.337
005 002 5He 4667.838 27.402 5.48
005 003 5Li 4667.617 26.33 5.266
006 001 6H 5630.313 5.786 0.964
006 002 6He 5605.537 29.268 4.878
006 003 6Li 5601.518 31.994 5.332
006 004 6Be 5605.295 26.924 4.487
007 002 7He 6545.537 28.834 4.119
007 003 7Li 6533.833 39.244 5.606
007 004 7Be 6534.184 37.6 5.371
007 005 7B 6545.773 24.718 3.531
008 002 8He 7482.528 31.408 3.926
008 003 8Li 7471.366 41.277 5.16
008 004 8Be 7454.85 56.5 7.062
008 005 8B 7472.319 37.737 4.717
008 006 8C 7483.98 24.783 3.098
009 002 9He 8423.363 30.138 3.349
009 003 9Li 8406.867 45.341 5.038
009 004 9Be 8392.75 58.165 6.463
009 005 9B 8393.307 56.314 6.257
009 006 9C 8409.291 39.037 4.337
010 002 10He 9362.728 30.339 3.034
010 003 10Li 9346.458 45.315 4.532
010 004 10Be 9325.503 64.977 6.498
010 005 10B 9324.436 64.751 6.475
010 006 10C 9327.573 60.32 6.032
010 007 10N 9350.163 36.437 3.644
011 003 11Li 10285.698 45.64 4.149
011 004 11Be 10264.564 65.481 5.953
011 005 11B 10252.547 76.205 6.928
011 006 11C 10254.018 73.44 6.676
011 007 11N 10267.157 59.008 5.364
012 004 12Be 11200.961 68.649 5.721
012 005 12B 11188.742 79.575 6.631
012 006 12C 11174.862 92.162 7.68
012 007 12N 11191.689 74.041 6.17
012 008 12O 11205.888 58.549 4.879
013 004 13Be 12140.628 68.548 5.273
013 005 13B 12123.429 84.453 6.496
013 006 13C 12109.481 97.108 7.47
013 007 13N 12111.191 94.105 7.239
013 008 13O 12128.446 75.556 5.812
014 004 14Be 13078.822 69.919 4.994
014 005 14B 13062.025 85.423 6.102
014 006 14C 13040.87 105.285 7.52
014 007 14N 13040.203 104.659 7.476
014 008 14O 13044.836 98.732 7.052
015 005 15B 13998.827 88.186 5.879
015 006 15C 13979.217 106.503 7.1
015 007 15N 13968.935 115.492 7.699
015 008 15O 13971.178 111.955 7.464
015 009 15F 13984.591 97.249 6.483
016 005 16B 14938.429 88.149 5.509
016 006 16C 14914.532 110.753 6.922
016 007 16N 14906.011 117.981 7.374
016 008 16O 14895.079 127.619 7.976
016 009 16F 14909.985 111.42 6.964
016 010 16Ne 14922.79 97.322 6.083
017 005 17B 15876.613 89.531 5.267
017 006 17C 15853.371 111.479 6.558
017 007 17N 15839.692 123.865 7.286
017 008 17O 15830.501 131.763 7.751
017 009 17F 15832.751 128.22 7.542
017 010 17Ne 15846.749 112.928 6.643
018 006 18C 16788.756 115.66 6.426
018 007 18N 16776.429 126.693 7.039
018 008 18O 16762.023 139.807 7.767
018 009 18F 16763.167 137.369 7.632
018 010 18Ne 16767.099 132.143 7.341
018 011 18Na 16785.461 112.488 6.249
019 006 19C 17727.74 116.241 6.118
019 007 19N 17710.671 132.017 6.948
019 008 19O 17697.633 143.761 7.566
019 009 19F 17692.3 147.801 7.779
019 010 19Ne 17695.028 143.78 7.567
019 011 19Na 17705.692 131.822 6.938
019 012 19Mg 17725.294 110.927 5.838
020 006 20C 18664.374 119.172 5.959
020 007 20N 18648.073 134.18 6.709
020 008 20O 18629.59 151.37 7.569
020 009 20F 18625.264 154.403 7.72
020 010 20Ne 18617.728 160.645 8.032
020 011 20Na 18631.107 145.973 7.299
020 012 20Mg 18641.318 134.468 6.723
021 007 21N 19583.047 138.771 6.608
021 008 21O 19565.349 155.176 7.389
021 009 21F 19556.728 162.504 7.738
021 010 21Ne 19550.533 167.406 7.972
021 011 21Na 19553.569 163.076 7.766
021 012 21Mg 19566.153 149.199 7.105
022 007 22N 20521.331 140.053 6.366
022 008 22O 20498.06 162.03 7.365
022 009 22F 20491.062 167.735 7.624
022 010 22Ne 20479.734 177.77 8.08
022 011 22Na 20482.065 174.146 7.916
022 012 22Mg 20486.339 168.578 7.663
023 008 23O 21434.884 164.772 7.164
023 009 23F 21423.093 175.269 7.62
023 010 23Ne 21414.098 182.971 7.955
023 011 23Na 21409.211 186.564 8.111
023 012 23Mg 21412.757 181.726 7.901
023 013 23Al 21424.489 168.7 7.335
